Job_ID,skill,Job_Title,City,Location_Tier,Experience_Level,Work_Mode,Salary_LPA,Date_Posted
IND2025039,SQL,Data Engineer,Mumbai,Tier 1,Mid (3-6 yrs),On-Site,17.5,2025-09-25
IND2025058,SQL,Data Engineer,Remote,Remote,Senior (6-10 yrs),Hybrid,2.6,2024-06-27
IND2025058,dbt,Data Engineer,Remote,Remote,Senior (6-10 yrs),Hybrid,2.6,2024-06-27
IND2025058,Spark,Data Engineer,Remote,Remote,Senior (6-10 yrs),Hybrid,2.6,2024-06-27
IND2025058,Python,Data Engineer,Remote,Remote,Senior (6-10 yrs),Hybrid,2.6,2024-06-27
IND2025060,Power BI,Business Analyst,Hyderabad,Tier 1,Senior (6-10 yrs),On-Site,42.6,2024-08-07
IND2025060,Agile,Business Analyst,Hyderabad,Tier 1,Senior (6-10 yrs),On-Site,42.6,2024-08-07
IND2025060,Excel,Business Analyst,Hyderabad,Tier 1,Senior (6-10 yrs),On-Site,42.6,2024-08-07
IND2025070,Data Visualization,Data Analyst,Remote,Remote,Senior (6-10 yrs),Remote,18.7,2024-08-09
IND2025070,Statistics,Data Analyst,Remote,Remote,Senior (6-10 yrs),Remote,18.7,2024-08-09
IND2025070,Power BI,Data Analyst,Remote,Remote,Senior (6-10 yrs),Remote,18.7,2024-08-09
IND2025070,Excel,Data Analyst,Remote,Remote,Senior (6-10 yrs),Remote,18.7,2024-08-09
IND2025070,Tableau,Data Analyst,Remote,Remote,Senior (6-10 yrs),Remote,18.7,2024-08-09
IND2025083,Power BI,Data Analyst,Remote,Remote,Junior (1-3 yrs),On-Site,2.8,2025-07-01
IND2025083,SQL,Data Analyst,Remote,Remote,Junior (1-3 yrs),On-Site,2.8,2025-07-01
IND2025083,Data Visualization,Data Analyst,Remote,Remote,Junior (1-3 yrs),On-Site,2.8,2025-07-01
IND2025083,Tableau,Data Analyst,Remote,Remote,Junior (1-3 yrs),On-Site,2.8,2025-07-01
IND2025083,Excel,Data Analyst,Remote,Remote,Junior (1-3 yrs),On-Site,2.8,2025-07-01
IND2025095,Data Visualization,Data Analyst,Remote,Remote,Junior (1-3 yrs),On-Site,9.6,2024-07-23
IND2025095,Tableau,Data Analyst,Remote,Remote,Junior (1-3 yrs),On-Site,9.6,2024-07-23
IND2025095,Power BI,Data Analyst,Remote,Remote,Junior (1-3 yrs),On-Site,9.6,2024-07-23
IND2025095,SQL,Data Analyst,Remote,Remote,Junior (1-3 yrs),On-Site,9.6,2024-07-23
IND2025095,Excel,Data Analyst,Remote,Remote,Junior (1-3 yrs),On-Site,9.6,2024-07-23
IND2025096,Python,Data Analyst,Remote,Remote,Mid (3-6 yrs),Remote,24.3,2025-11-04
IND2025096,Power BI,Data Analyst,Remote,Remote,Mid (3-6 yrs),Remote,24.3,2025-11-04
IND2025096,Excel,Data Analyst,Remote,Remote,Mid (3-6 yrs),Remote,24.3,2025-11-04
IND2025096,Data Visualization,Data Analyst,Remote,Remote,Mid (3-6 yrs),Remote,24.3,2025-11-04
IND2025096,Statistics,Data Analyst,Remote,Remote,Mid (3-6 yrs),Remote,24.3,2025-11-04
IND2025108,SQL,Business Analyst,Bhubaneswar,Tier 2,Senior (6-10 yrs),Hybrid,34.1,2026-01-08
IND2025108,Agile,Business Analyst,Bhubaneswar,Tier 2,Senior (6-10 yrs),Hybrid,34.1,2026-01-08
IND2025108,Excel,Business Analyst,Bhubaneswar,Tier 2,Senior (6-10 yrs),Hybrid,34.1,2026-01-08
IND2025111,Requirements Gathering,Business Analyst,Remote,Remote,Junior (1-3 yrs),Remote,9.3,2025-01-22
IND2025111,Agile,Business Analyst,Remote,Remote,Junior (1-3 yrs),Remote,9.3,2025-01-22
IND2025111,JIRA,Business Analyst,Remote,Remote,Junior (1-3 yrs),Remote,9.3,2025-01-22
IND2025111,Power BI,Business Analyst,Remote,Remote,Junior (1-3 yrs),Remote,9.3,2025-01-22
IND2025111,Excel,Business Analyst,Remote,Remote,Junior (1-3 yrs),Remote,9.3,2025-01-22
IND2025113,Excel,Business Analyst,Remote,Remote,Lead (10+ yrs),Remote,73.0,2025-07-29
IND2025113,Power BI,Business Analyst,Remote,Remote,Lead (10+ yrs),Remote,73.0,2025-07-29
IND2025113,JIRA,Business Analyst,Remote,Remote,Lead (10+ yrs),Remote,73.0,2025-07-29
IND2025113,Agile,Business Analyst,Remote,Remote,Lead (10+ yrs),Remote,73.0,2025-07-29
IND2025113,SQL,Business Analyst,Remote,Remote,Lead (10+ yrs),Remote,73.0,2025-07-29
IND2025118,SQL,Data Engineer,Mumbai,Tier 1,Fresher (0-1 yr),Hybrid,8.7,2024-11-20
IND2025118,dbt,Data Engineer,Mumbai,Tier 1,Fresher (0-1 yr),Hybrid,8.7,2024-11-20
IND2025118,Airflow,Data Engineer,Mumbai,Tier 1,Fresher (0-1 yr),Hybrid,8.7,2024-11-20
IND2025118,AWS,Data Engineer,Mumbai,Tier 1,Fresher (0-1 yr),Hybrid,8.7,2024-11-20
IND2025118,ETL,Data Engineer,Mumbai,Tier 1,Fresher (0-1 yr),Hybrid,8.7,2024-11-20
IND2025119,Python,Data Engineer,Remote,Remote,Lead (10+ yrs),Remote,55.5,2026-03-08
IND2025119,Airflow,Data Engineer,Remote,Remote,Lead (10+ yrs),Remote,55.5,2026-03-08
IND2025119,Spark,Data Engineer,Remote,Remote,Lead (10+ yrs),Remote,55.5,2026-03-08
IND2025120,Agile,Business Analyst,Bhubaneswar,Tier 2,Lead (10+ yrs),On-Site,81.3,2024-06-18
IND2025120,Power BI,Business Analyst,Bhubaneswar,Tier 2,Lead (10+ yrs),On-Site,81.3,2024-06-18
IND2025120,JIRA,Business Analyst,Bhubaneswar,Tier 2,Lead (10+ yrs),On-Site,81.3,2024-06-18
IND2025130,dbt,Data Engineer,Remote,Remote,Fresher (0-1 yr),Remote,1.2,2025-04-07
IND2025130,AWS,Data Engineer,Remote,Remote,Fresher (0-1 yr),Remote,1.2,2025-04-07
IND2025130,Airflow,Data Engineer,Remote,Remote,Fresher (0-1 yr),Remote,1.2,2025-04-07
IND2025132,Tableau,Data Analyst,Remote,Remote,Lead (10+ yrs),On-Site,21.1,2026-04-27
IND2025132,Power BI,Data Analyst,Remote,Remote,Lead (10+ yrs),On-Site,21.1,2026-04-27
IND2025132,Data Visualization,Data Analyst,Remote,Remote,Lead (10+ yrs),On-Site,21.1,2026-04-27
IND2025132,Python,Data Analyst,Remote,Remote,Lead (10+ yrs),On-Site,21.1,2026-04-27
IND2025133,NLP,Data Scientist,Remote,Remote,Fresher (0-1 yr),On-Site,5.6,2024-09-08
IND2025133,Deep Learning,Data Scientist,Remote,Remote,Fresher (0-1 yr),On-Site,5.6,2024-09-08
IND2025133,Pandas,Data Scientist,Remote,Remote,Fresher (0-1 yr),On-Site,5.6,2024-09-08
IND2025133,Statistics,Data Scientist,Remote,Remote,Fresher (0-1 yr),On-Site,5.6,2024-09-08
IND2025151,Power BI,Data Analyst,Mumbai,Tier 1,Mid (3-6 yrs),Hybrid,16.0,2025-01-31
IND2025151,Statistics,Data Analyst,Mumbai,Tier 1,Mid (3-6 yrs),Hybrid,16.0,2025-01-31
IND2025151,Tableau,Data Analyst,Mumbai,Tier 1,Mid (3-6 yrs),Hybrid,16.0,2025-01-31
IND2025154,Statistics,Data Scientist,Hyderabad,Tier 1,Junior (1-3 yrs),On-Site,18.2,2025-03-05
IND2025154,Pandas,Data Scientist,Hyderabad,Tier 1,Junior (1-3 yrs),On-Site,18.2,2025-03-05
IND2025154,Tableau,Data Scientist,Hyderabad,Tier 1,Junior (1-3 yrs),On-Site,18.2,2025-03-05
IND2025154,Deep Learning,Data Scientist,Hyderabad,Tier 1,Junior (1-3 yrs),On-Site,18.2,2025-03-05
IND2025154,NLP,Data Scientist,Hyderabad,Tier 1,Junior (1-3 yrs),On-Site,18.2,2025-03-05
IND2025154,Machine Learning,Data Scientist,Hyderabad,Tier 1,Junior (1-3 yrs),On-Site,18.2,2025-03-05
IND2025158,JIRA,Business Analyst,Chennai,Tier 1,Fresher (0-1 yr),On-Site,5.2,2024-08-16
IND2025158,Power BI,Business Analyst,Chennai,Tier 1,Fresher (0-1 yr),On-Site,5.2,2024-08-16
IND2025158,Agile,Business Analyst,Chennai,Tier 1,Fresher (0-1 yr),On-Site,5.2,2024-08-16
IND2025158,Excel,Business Analyst,Chennai,Tier 1,Fresher (0-1 yr),On-Site,5.2,2024-08-16
IND2025158,Requirements Gathering,Business Analyst,Chennai,Tier 1,Fresher (0-1 yr),On-Site,5.2,2024-08-16
IND2025158,SQL,Business Analyst,Chennai,Tier 1,Fresher (0-1 yr),On-Site,5.2,2024-08-16
IND2025164,AWS,Data Engineer,Remote,Remote,Mid (3-6 yrs),Remote,14.5,2025-02-09
IND2025164,dbt,Data Engineer,Remote,Remote,Mid (3-6 yrs),Remote,14.5,2025-02-09
IND2025164,SQL,Data Engineer,Remote,Remote,Mid (3-6 yrs),Remote,14.5,2025-02-09
IND2025164,Spark,Data Engineer,Remote,Remote,Mid (3-6 yrs),Remote,14.5,2025-02-09
IND2025164,ETL,Data Engineer,Remote,Remote,Mid (3-6 yrs),Remote,14.5,2025-02-09
IND2025164,Python,Data Engineer,Remote,Remote,Mid (3-6 yrs),Remote,14.5,2025-02-09
IND2025178,TensorFlow,Data Scientist,Remote,Remote,Senior (6-10 yrs),Remote,24.2,2024-09-09
IND2025178,Tableau,Data Scientist,Remote,Remote,Senior (6-10 yrs),Remote,24.2,2024-09-09
IND2025178,Deep Learning,Data Scientist,Remote,Remote,Senior (6-10 yrs),Remote,24.2,2024-09-09
IND2025178,Scikit-learn,Data Scientist,Remote,Remote,Senior (6-10 yrs),Remote,24.2,2024-09-09
IND2025178,Pandas,Data Scientist,Remote,Remote,Senior (6-10 yrs),Remote,24.2,2024-09-09
IND2025182,TensorFlow,Data Scientist,Kochi,Tier 2,Lead (10+ yrs),Hybrid,94.8,2025-09-14
IND2025182,Scikit-learn,Data Scientist,Kochi,Tier 2,Lead (10+ yrs),Hybrid,94.8,2025-09-14
IND2025182,NLP,Data Scientist,Kochi,Tier 2,Lead (10+ yrs),Hybrid,94.8,2025-09-14
IND2025182,Deep Learning,Data Scientist,Kochi,Tier 2,Lead (10+ yrs),Hybrid,94.8,2025-09-14
IND2025182,Machine Learning,Data Scientist,Kochi,Tier 2,Lead (10+ yrs),Hybrid,94.8,2025-09-14
IND2025185,NLP,Data Scientist,Remote,Remote,Mid (3-6 yrs),Hybrid,26.5,2025-12-24
IND2025185,TensorFlow,Data Scientist,Remote,Remote,Mid (3-6 yrs),Hybrid,26.5,2025-12-24
IND2025185,Machine Learning,Data Scientist,Remote,Remote,Mid (3-6 yrs),Hybrid,26.5,2025-12-24
IND2025185,Scikit-learn,Data Scientist,Remote,Remote,Mid (3-6 yrs),Hybrid,26.5,2025-12-24
IND2025185,Pandas,Data Scientist,Remote,Remote,Mid (3-6 yrs),Hybrid,26.5,2025-12-24
IND2025188,Data Visualization,Data Analyst,Remote,Remote,Fresher (0-1 yr),Remote,5.1,2025-07-19
IND2025188,SQL,Data Analyst,Remote,Remote,Fresher (0-1 yr),Remote,5.1,2025-07-19
IND2025188,Excel,Data Analyst,Remote,Remote,Fresher (0-1 yr),Remote,5.1,2025-07-19
IND2025188,Tableau,Data Analyst,Remote,Remote,Fresher (0-1 yr),Remote,5.1,2025-07-19
IND2025188,Power BI,Data Analyst,Remote,Remote,Fresher (0-1 yr),Remote,5.1,2025-07-19
IND2025188,Python,Data Analyst,Remote,Remote,Fresher (0-1 yr),Remote,5.1,2025-07-19
IND2025189,Excel,Business Analyst,Remote,Remote,Fresher (0-1 yr),Hybrid,5.2,2024-11-19
IND2025189,SQL,Business Analyst,Remote,Remote,Fresher (0-1 yr),Hybrid,5.2,2024-11-19
IND2025189,Requirements Gathering,Business Analyst,Remote,Remote,Fresher (0-1 yr),Hybrid,5.2,2024-11-19
IND2025189,Power BI,Business Analyst,Remote,Remote,Fresher (0-1 yr),Hybrid,5.2,2024-11-19
IND2025189,JIRA,Business Analyst,Remote,Remote,Fresher (0-1 yr),Hybrid,5.2,2024-11-19
IND2025193,SQL,Business Analyst,Mumbai,Tier 1,Fresher (0-1 yr),On-Site,5.4,2026-01-09
IND2025193,JIRA,Business Analyst,Mumbai,Tier 1,Fresher (0-1 yr),On-Site,5.4,2026-01-09
IND2025193,Agile,Business Analyst,Mumbai,Tier 1,Fresher (0-1 yr),On-Site,5.4,2026-01-09
IND2025194,Power BI,Business Analyst,Remote,Remote,Mid (3-6 yrs),On-Site,19.3,2025-08-11
IND2025194,JIRA,Business Analyst,Remote,Remote,Mid (3-6 yrs),On-Site,19.3,2025-08-11
IND2025194,Agile,Business Analyst,Remote,Remote,Mid (3-6 yrs),On-Site,19.3,2025-08-11
IND2025195,Excel,Data Analyst,Indore,Tier 2,Junior (1-3 yrs),Hybrid,10.4,2025-03-06
IND2025195,SQL,Data Analyst,Indore,Tier 2,Junior (1-3 yrs),Hybrid,10.4,2025-03-06
IND2025195,Tableau,Data Analyst,Indore,Tier 2,Junior (1-3 yrs),Hybrid,10.4,2025-03-06
IND2025195,Python,Data Analyst,Indore,Tier 2,Junior (1-3 yrs),Hybrid,10.4,2025-03-06
IND2025195,Data Visualization,Data Analyst,Indore,Tier 2,Junior (1-3 yrs),Hybrid,10.4,2025-03-06
IND2025211,Excel,Business Analyst,Remote,Remote,Mid (3-6 yrs),Hybrid,22.7,2026-03-04
IND2025211,Agile,Business Analyst,Remote,Remote,Mid (3-6 yrs),Hybrid,22.7,2026-03-04
IND2025211,SQL,Business Analyst,Remote,Remote,Mid (3-6 yrs),Hybrid,22.7,2026-03-04
IND2025220,JIRA,Business Analyst,Remote,Remote,Senior (6-10 yrs),On-Site,41.4,2025-01-11
IND2025220,Requirements Gathering,Business Analyst,Remote,Remote,Senior (6-10 yrs),On-Site,41.4,2025-01-11
IND2025220,Power BI,Business Analyst,Remote,Remote,Senior (6-10 yrs),On-Site,41.4,2025-01-11
IND2025220,SQL,Business Analyst,Remote,Remote,Senior (6-10 yrs),On-Site,41.4,2025-01-11
IND2025224,SQL,Business Analyst,Delhi,Tier 1,Lead (10+ yrs),Hybrid,22.6,2025-10-07
IND2025224,Excel,Business Analyst,Delhi,Tier 1,Lead (10+ yrs),Hybrid,22.6,2025-10-07
IND2025224,Requirements Gathering,Business Analyst,Delhi,Tier 1,Lead (10+ yrs),Hybrid,22.6,2025-10-07
IND2025224,Power BI,Business Analyst,Delhi,Tier 1,Lead (10+ yrs),Hybrid,22.6,2025-10-07
IND2025224,Agile,Business Analyst,Delhi,Tier 1,Lead (10+ yrs),Hybrid,22.6,2025-10-07
IND2025229,Spark,Data Engineer,Chennai,Tier 1,Mid (3-6 yrs),Hybrid,25.6,2024-11-13
IND2025229,AWS,Data Engineer,Chennai,Tier 1,Mid (3-6 yrs),Hybrid,25.6,2024-11-13
IND2025229,ETL,Data Engineer,Chennai,Tier 1,Mid (3-6 yrs),Hybrid,25.6,2024-11-13
IND2025229,Airflow,Data Engineer,Chennai,Tier 1,Mid (3-6 yrs),Hybrid,25.6,2024-11-13
IND2025235,Statistics,Data Analyst,Remote,Remote,Senior (6-10 yrs),Remote,18.3,2025-01-21
IND2025235,Excel,Data Analyst,Remote,Remote,Senior (6-10 yrs),Remote,18.3,2025-01-21
IND2025235,Data Visualization,Data Analyst,Remote,Remote,Senior (6-10 yrs),Remote,18.3,2025-01-21
IND2025235,Python,Data Analyst,Remote,Remote,Senior (6-10 yrs),Remote,18.3,2025-01-21
IND2025235,Tableau,Data Analyst,Remote,Remote,Senior (6-10 yrs),Remote,18.3,2025-01-21
IND2025235,SQL,Data Analyst,Remote,Remote,Senior (6-10 yrs),Remote,18.3,2025-01-21
IND2025239,ETL,Data Engineer,Remote,Remote,Senior (6-10 yrs),Remote,15.4,2025-08-06
IND2025239,dbt,Data Engineer,Remote,Remote,Senior (6-10 yrs),Remote,15.4,2025-08-06
IND2025239,Python,Data Engineer,Remote,Remote,Senior (6-10 yrs),Remote,15.4,2025-08-06
IND2025239,Spark,Data Engineer,Remote,Remote,Senior (6-10 yrs),Remote,15.4,2025-08-06
IND2025240,Requirements Gathering,Business Analyst,Delhi,Tier 1,Mid (3-6 yrs),On-Site,26.8,2025-02-22
IND2025240,SQL,Business Analyst,Delhi,Tier 1,Mid (3-6 yrs),On-Site,26.8,2025-02-22
IND2025240,JIRA,Business Analyst,Delhi,Tier 1,Mid (3-6 yrs),On-Site,26.8,2025-02-22
IND2025240,Power BI,Business Analyst,Delhi,Tier 1,Mid (3-6 yrs),On-Site,26.8,2025-02-22
IND2025240,Excel,Business Analyst,Delhi,Tier 1,Mid (3-6 yrs),On-Site,26.8,2025-02-22
IND2025244,Excel,Data Analyst,Ahmedabad,Tier 2,Fresher (0-1 yr),On-Site,4.3,2026-03-04
IND2025244,Statistics,Data Analyst,Ahmedabad,Tier 2,Fresher (0-1 yr),On-Site,4.3,2026-03-04
IND2025244,Power BI,Data Analyst,Ahmedabad,Tier 2,Fresher (0-1 yr),On-Site,4.3,2026-03-04
IND2025244,Tableau,Data Analyst,Ahmedabad,Tier 2,Fresher (0-1 yr),On-Site,4.3,2026-03-04
IND2025245,Tableau,Data Scientist,Remote,Remote,Mid (3-6 yrs),Remote,36.9,2026-03-18
IND2025245,Deep Learning,Data Scientist,Remote,Remote,Mid (3-6 yrs),Remote,36.9,2026-03-18
IND2025245,Scikit-learn,Data Scientist,Remote,Remote,Mid (3-6 yrs),Remote,36.9,2026-03-18
IND2025245,TensorFlow,Data Scientist,Remote,Remote,Mid (3-6 yrs),Remote,36.9,2026-03-18
IND2025246,Power BI,Business Analyst,Hyderabad,Tier 1,Junior (1-3 yrs),On-Site,10.7,2025-10-02
IND2025246,Requirements Gathering,Business Analyst,Hyderabad,Tier 1,Junior (1-3 yrs),On-Site,10.7,2025-10-02
IND2025246,SQL,Business Analyst,Hyderabad,Tier 1,Junior (1-3 yrs),On-Site,10.7,2025-10-02
IND2025246,JIRA,Business Analyst,Hyderabad,Tier 1,Junior (1-3 yrs),On-Site,10.7,2025-10-02
IND2025246,Excel,Business Analyst,Hyderabad,Tier 1,Junior (1-3 yrs),On-Site,10.7,2025-10-02
IND2025263,Python,Data Analyst,Remote,Remote,Junior (1-3 yrs),On-Site,11.2,2024-08-27
IND2025263,Tableau,Data Analyst,Remote,Remote,Junior (1-3 yrs),On-Site,11.2,2024-08-27
IND2025263,Power BI,Data Analyst,Remote,Remote,Junior (1-3 yrs),On-Site,11.2,2024-08-27
IND2025273,Power BI,Business Analyst,Kolkata,Tier 2,Senior (6-10 yrs),On-Site,48.2,2026-04-19
IND2025273,Requirements Gathering,Business Analyst,Kolkata,Tier 2,Senior (6-10 yrs),On-Site,48.2,2026-04-19
IND2025273,Excel,Business Analyst,Kolkata,Tier 2,Senior (6-10 yrs),On-Site,48.2,2026-04-19
IND2025277,Statistics,Data Analyst,Remote,Remote,Mid (3-6 yrs),On-Site,19.0,2024-07-15
IND2025277,Python,Data Analyst,Remote,Remote,Mid (3-6 yrs),On-Site,19.0,2024-07-15
IND2025277,Data Visualization,Data Analyst,Remote,Remote,Mid (3-6 yrs),On-Site,19.0,2024-07-15
IND2025277,Excel,Data Analyst,Remote,Remote,Mid (3-6 yrs),On-Site,19.0,2024-07-15
IND2025277,Tableau,Data Analyst,Remote,Remote,Mid (3-6 yrs),On-Site,19.0,2024-07-15
IND2025277,Power BI,Data Analyst,Remote,Remote,Mid (3-6 yrs),On-Site,19.0,2024-07-15
IND2025290,ETL,Data Engineer,Remote,Remote,Fresher (0-1 yr),Remote,3.9,2024-09-17
IND2025290,AWS,Data Engineer,Remote,Remote,Fresher (0-1 yr),Remote,3.9,2024-09-17
IND2025290,Python,Data Engineer,Remote,Remote,Fresher (0-1 yr),Remote,3.9,2024-09-17
IND2025298,ETL,Data Engineer,Remote,Remote,Junior (1-3 yrs),On-Site,11.7,2024-08-26
IND2025298,AWS,Data Engineer,Remote,Remote,Junior (1-3 yrs),On-Site,11.7,2024-08-26
IND2025298,Airflow,Data Engineer,Remote,Remote,Junior (1-3 yrs),On-Site,11.7,2024-08-26
IND2025298,Spark,Data Engineer,Remote,Remote,Junior (1-3 yrs),On-Site,11.7,2024-08-26
IND2025300,Deep Learning,Data Scientist,Hyderabad,Tier 1,Lead (10+ yrs),Hybrid,61.6,2024-08-30
IND2025300,NLP,Data Scientist,Hyderabad,Tier 1,Lead (10+ yrs),Hybrid,61.6,2024-08-30
IND2025300,SQL,Data Scientist,Hyderabad,Tier 1,Lead (10+ yrs),Hybrid,61.6,2024-08-30
IND2025300,TensorFlow,Data Scientist,Hyderabad,Tier 1,Lead (10+ yrs),Hybrid,61.6,2024-08-30
IND2025300,Scikit-learn,Data Scientist,Hyderabad,Tier 1,Lead (10+ yrs),Hybrid,61.6,2024-08-30
IND2025326,Power BI,Data Analyst,Indore,Tier 2,Junior (1-3 yrs),Hybrid,12.8,2026-03-27
IND2025326,Excel,Data Analyst,Indore,Tier 2,Junior (1-3 yrs),Hybrid,12.8,2026-03-27
IND2025326,Python,Data Analyst,Indore,Tier 2,Junior (1-3 yrs),Hybrid,12.8,2026-03-27
IND2025326,SQL,Data Analyst,Indore,Tier 2,Junior (1-3 yrs),Hybrid,12.8,2026-03-27
IND2025331,Excel,Business Analyst,Remote,Remote,Fresher (0-1 yr),Remote,5.7,2025-05-19
IND2025331,JIRA,Business Analyst,Remote,Remote,Fresher (0-1 yr),Remote,5.7,2025-05-19
IND2025331,SQL,Business Analyst,Remote,Remote,Fresher (0-1 yr),Remote,5.7,2025-05-19
IND2025331,Power BI,Business Analyst,Remote,Remote,Fresher (0-1 yr),Remote,5.7,2025-05-19
IND2025331,Agile,Business Analyst,Remote,Remote,Fresher (0-1 yr),Remote,5.7,2025-05-19
IND2025332,JIRA,Business Analyst,Remote,Remote,Senior (6-10 yrs),Remote,23.7,2025-12-31
IND2025332,Power BI,Business Analyst,Remote,Remote,Senior (6-10 yrs),Remote,23.7,2025-12-31
IND2025332,Requirements Gathering,Business Analyst,Remote,Remote,Senior (6-10 yrs),Remote,23.7,2025-12-31
IND2025332,Excel,Business Analyst,Remote,Remote,Senior (6-10 yrs),Remote,23.7,2025-12-31
IND2025332,SQL,Business Analyst,Remote,Remote,Senior (6-10 yrs),Remote,23.7,2025-12-31
IND2025343,Agile,Business Analyst,Remote,Remote,Fresher (0-1 yr),Remote,5.0,2025-05-26
IND2025343,Excel,Business Analyst,Remote,Remote,Fresher (0-1 yr),Remote,5.0,2025-05-26
IND2025343,JIRA,Business Analyst,Remote,Remote,Fresher (0-1 yr),Remote,5.0,2025-05-26
IND2025343,Power BI,Business Analyst,Remote,Remote,Fresher (0-1 yr),Remote,5.0,2025-05-26
IND2025355,dbt,Data Engineer,Ahmedabad,Tier 2,Mid (3-6 yrs),Hybrid,22.1,2025-04-04
IND2025355,Spark,Data Engineer,Ahmedabad,Tier 2,Mid (3-6 yrs),Hybrid,22.1,2025-04-04
IND2025355,Kafka,Data Engineer,Ahmedabad,Tier 2,Mid (3-6 yrs),Hybrid,22.1,2025-04-04
IND2025355,Python,Data Engineer,Ahmedabad,Tier 2,Mid (3-6 yrs),Hybrid,22.1,2025-04-04
IND2025355,AWS,Data Engineer,Ahmedabad,Tier 2,Mid (3-6 yrs),Hybrid,22.1,2025-04-04
IND2025355,Airflow,Data Engineer,Ahmedabad,Tier 2,Mid (3-6 yrs),Hybrid,22.1,2025-04-04
IND2025381,TensorFlow,Data Scientist,Remote,Remote,Fresher (0-1 yr),Remote,4.9,2025-09-29
IND2025381,Deep Learning,Data Scientist,Remote,Remote,Fresher (0-1 yr),Remote,4.9,2025-09-29
IND2025381,Machine Learning,Data Scientist,Remote,Remote,Fresher (0-1 yr),Remote,4.9,2025-09-29
